1734433429 1.80429e+09
1734433430 8.46931e+08
1734433431 1.68169e+09
1734433432 1.71464e+09
1734433433 1.95775e+09
1734433434 4.24238e+08
1734433435 7.19885e+08
1734433436 1.64976e+09
1734433437 5.96517e+08
1734433438 1.18964e+09
1734434357 1.80429e+09
1734434358 8.46931e+08
1734434359 1.68169e+09
1734434360 1.71464e+09
1734434361 1.95775e+09
1734434485 1.80429e+09
1734434486 8.46931e+08
1734434487 1.68169e+09
1734434488 1.71464e+09
1734434489 1.95775e+09
1734434621 1.80429e+09
1734434622 8.46931e+08
1734434623 1.68169e+09
1734434624 1.71464e+09
1734434625 1.95775e+09
1734516395 1.80429e+09
1734516396 8.46931e+08
1734516397 1.68169e+09
1734516398 1.71464e+09
1734516410 1.80429e+09
1734516411 8.46931e+08
1734516412 1.68169e+09
1734516413 1.71464e+09
1734516619 1.80429e+09
1734516620 8.46931e+08
1734516621 1.68169e+09
1734516622 1.71464e+09
1734516623 1.95775e+09
